"par","yhat","K.sce","I.sce","N.sce","outcome"
2.05088541430003,0.943171003215248,0.05,1,1,"R0"
2.22870047140946,0.943442336036724,0.05,1,1,"R0"
2.4065155285189,0.943625518729134,0.05,1,1,"R0"
2.58433058562833,0.943827408703684,0.05,1,1,"R0"
2.76214564273776,0.943915370727743,0.05,1,1,"R0"
2.9399606998472,0.944015767866272,0.05,1,1,"R0"
3.11777575695663,0.944114308756072,0.05,1,1,"R0"
3.29559081406607,0.944203660289401,0.05,1,1,"R0"
3.4734058711755,0.944262830593834,0.05,1,1,"R0"
3.65122092828493,0.944331162603365,0.05,1,1,"R0"
3.82903598539437,0.944376479447346,0.05,1,1,"R0"
4.0068510425038,0.944733270660633,0.05,1,1,"R0"
4.18466609961323,0.944922090654273,0.05,1,1,"R0"
4.36248115672267,0.945184252464817,0.05,1,1,"R0"
4.5402962138321,0.945480263205313,0.05,1,1,"R0"
4.71811127094154,0.945727438126481,0.05,1,1,"R0"
4.89592632805097,0.945967499095383,0.05,1,1,"R0"
5.0737413851604,0.946371917209897,0.05,1,1,"R0"
5.25155644226984,0.946645984883468,0.05,1,1,"R0"
5.42937149937927,0.94674380048351,0.05,1,1,"R0"
5.60718655648871,0.947306068171497,0.05,1,1,"R0"
5.78500161359814,0.947760220421069,0.05,1,1,"R0"
5.96281667070757,0.948190720849537,0.05,1,1,"R0"
6.14063172781701,0.948390236766766,0.05,1,1,"R0"
6.31844678492644,0.948713006829245,0.05,1,1,"R0"
6.49626184203588,0.948916195868109,0.05,1,1,"R0"
6.67407689914531,0.949035539691217,0.05,1,1,"R0"
6.85189195625474,0.949135107082908,0.05,1,1,"R0"
7.02970701336418,0.949348712480268,0.05,1,1,"R0"
7.20752207047361,0.949390807705376,0.05,1,1,"R0"
7.38533712758304,0.949613411101939,0.05,1,1,"R0"
7.56315218469248,0.949977889192546,0.05,1,1,"R0"
7.74096724180191,0.950990065512266,0.05,1,1,"R0"
7.91878229891135,0.951447971805084,0.05,1,1,"R0"
8.09659735602078,0.95209789361389,0.05,1,1,"R0"
8.27441241313021,0.954066334979316,0.05,1,1,"R0"
8.45222747023965,0.956279460469624,0.05,1,1,"R0"
