"variable","importance","ID","K.sce","I.sce","N.sce"
"E",0.0122750427732464,4,0.05,3,2
"Sl",0.0106961804405291,4,0.05,3,2
"Sn",0.0183783727515616,4,0.05,3,2
"Sa",0.00826039493781646,4,0.05,3,2
"Cll",0.00312818104430595,4,0.05,3,2
"Cnl",0.0029856835067108,4,0.05,3,2
"Cal",0.00580849399507991,4,0.05,3,2
"Cln",0.00424361193824772,4,0.05,3,2
"Cnn",0.00237459022728069,4,0.05,3,2
"Can",0.00520281313285207,4,0.05,3,2
"Cla",0.00612175256138747,4,0.05,3,2
"Cna",0.00349669025799481,4,0.05,3,2
"Caa",0.00423599678850014,4,0.05,3,2
"Cs",0.148699521442519,4,0.05,3,2
"Nlh",0.00394871014826954,4,0.05,3,2
"Nnh",0.00291809972744736,4,0.05,3,2
"Nah",0.0041142085190911,4,0.05,3,2
"Dl",0.00535899355496959,4,0.05,3,2
"Dn",0.00786534374324828,4,0.05,3,2
"Da",0.00940478645564779,4,0.05,3,2
"Hcn",0.199325210075508,4,0.05,3,2
"Hcs",0.0905261642969957,4,0.05,3,2
"I",0.0111096353072276,4,0.05,3,2
"theta",0.00520303275583151,4,0.05,3,2
"Pl",0.00488512454207212,4,0.05,3,2
"Pn",0.0103493851244839,4,0.05,3,2
"Pa",0.00906881737460826,4,0.05,3,2
"Ql",0.0604616460485323,4,0.05,3,2
"Qn",0.00650362546501986,4,0.05,3,2
"Qa",0.00752730540720105,4,0.05,3,2
"Ra",0.00943496140603182,4,0.05,3,2
"E",0.0216782983540267,5,0.05,3,2
"Sl",0.0127514651746769,5,0.05,3,2
"Sn",0.0149872379942482,5,0.05,3,2
"Sa",0.00946052917207689,5,0.05,3,2
"Cll",0.00382403659297772,5,0.05,3,2
"Cnl",0.00631391551892026,5,0.05,3,2
"Cal",0.00354617506052672,5,0.05,3,2
"Cln",0.00689579127546907,5,0.05,3,2
"Cnn",0.00374451779263681,5,0.05,3,2
"Can",0.00339545688600996,5,0.05,3,2
"Cla",0.00471093505320596,5,0.05,3,2
"Cna",0.00665468002811794,5,0.05,3,2
"Caa",0.00368623264910194,5,0.05,3,2
"Cs",0.152999780856248,5,0.05,3,2
"Nlh",0.00361574554066668,5,0.05,3,2
"Nnh",0.00481012086294315,5,0.05,3,2
"Nah",0.00351521198462199,5,0.05,3,2
"Dl",0.00857380138088532,5,0.05,3,2
"Dn",0.00653073198318613,5,0.05,3,2
"Da",0.00739333322677686,5,0.05,3,2
"Hcn",0.203977263376496,5,0.05,3,2
"Hcs",0.0560768337486723,5,0.05,3,2
"I",0.00773374825644124,5,0.05,3,2
"theta",0.00537892353121343,5,0.05,3,2
"Pl",0.00558713508094265,5,0.05,3,2
"Pn",0.00971503908256663,5,0.05,3,2
"Pa",0.0140233703042569,5,0.05,3,2
"Ql",0.0478357144513234,5,0.05,3,2
"Qn",0.00731771081681071,5,0.05,3,2
"Qa",0.00790938298317636,5,0.05,3,2
"Ra",0.0221722651592063,5,0.05,3,2
"E",0.0257487988262099,6,0.05,3,2
"Sl",0.0100198254870292,6,0.05,3,2
"Sn",0.0155004912867688,6,0.05,3,2
"Sa",0.0119100756283812,6,0.05,3,2
"Cll",0.0041319928528722,6,0.05,3,2
"Cnl",0.00526132981728346,6,0.05,3,2
"Cal",0.00494986756250434,6,0.05,3,2
"Cln",0.00572238950394689,6,0.05,3,2
"Cnn",0.00362903421901997,6,0.05,3,2
"Can",0.00381025649797601,6,0.05,3,2
"Cla",0.0058857658265126,6,0.05,3,2
"Cna",0.00483622012394265,6,0.05,3,2
"Caa",0.00312501588583071,6,0.05,3,2
"Cs",0.130904150327012,6,0.05,3,2
"Nlh",0.00466032586568553,6,0.05,3,2
"Nnh",0.00535620899207631,6,0.05,3,2
"Nah",0.00393902928844225,6,0.05,3,2
"Dl",0.00809972988010755,6,0.05,3,2
"Dn",0.0098257353503987,6,0.05,3,2
"Da",0.00704247797005014,6,0.05,3,2
"Hcn",0.219902078473435,6,0.05,3,2
"Hcs",0.0692952799961179,6,0.05,3,2
"I",0.00999872938013447,6,0.05,3,2
"theta",0.00698657347196264,6,0.05,3,2
"Pl",0.010634514331947,6,0.05,3,2
"Pn",0.00686186950446744,6,0.05,3,2
"Pa",0.00923313365661184,6,0.05,3,2
"Ql",0.0587688983097555,6,0.05,3,2
"Qn",0.0100845884862517,6,0.05,3,2
"Qa",0.00808866879515321,6,0.05,3,2
"Ra",0.0182082946946599,6,0.05,3,2
"E",0.0194150671886809,7,0.05,3,2
"Sl",0.0085834676416758,7,0.05,3,2
"Sn",0.0119357862924743,7,0.05,3,2
"Sa",0.00630497477020926,7,0.05,3,2
"Cll",0.0043030422743006,7,0.05,3,2
"Cnl",0.00717881806696546,7,0.05,3,2
"Cal",0.00372310243357915,7,0.05,3,2
"Cln",0.00451688691828331,7,0.05,3,2
"Cnn",0.00591616139696053,7,0.05,3,2
"Can",0.00394553710228391,7,0.05,3,2
"Cla",0.00670706309100272,7,0.05,3,2
"Cna",0.00637262874970264,7,0.05,3,2
"Caa",0.00259415946321072,7,0.05,3,2
"Cs",0.16066264913548,7,0.05,3,2
"Nlh",0.0042174509626591,7,0.05,3,2
"Nnh",0.00774472021632463,7,0.05,3,2
"Nah",0.0025175977080133,7,0.05,3,2
"Dl",0.0115075727620335,7,0.05,3,2
"Dn",0.00999959171527404,7,0.05,3,2
"Da",0.00778571622567933,7,0.05,3,2
"Hcn",0.214815534291405,7,0.05,3,2
"Hcs",0.0683195656542228,7,0.05,3,2
"I",0.00727735217861432,7,0.05,3,2
"theta",0.00778504752326773,7,0.05,3,2
"Pl",0.00528896357743271,7,0.05,3,2
"Pn",0.0086703426456025,7,0.05,3,2
"Pa",0.00790727502420217,7,0.05,3,2
"Ql",0.0523684360485333,7,0.05,3,2
"Qn",0.00850607289728171,7,0.05,3,2
"Qa",0.00806832425132133,7,0.05,3,2
"Ra",0.0204786530773498,7,0.05,3,2
"E",0.0293194629499473,8,0.05,3,2
"Sl",0.0102132530705971,8,0.05,3,2
"Sn",0.0300188953769161,8,0.05,3,2
"Sa",0.00963164021436711,8,0.05,3,2
"Cll",0.00537153220050381,8,0.05,3,2
"Cnl",0.0045696809881393,8,0.05,3,2
"Cal",0.0040178432881685,8,0.05,3,2
"Cln",0.00437632626178876,8,0.05,3,2
"Cnn",0.00314442356398223,8,0.05,3,2
"Can",0.00438928068625979,8,0.05,3,2
"Cla",0.00634377866046658,8,0.05,3,2
"Cna",0.00357172388337471,8,0.05,3,2
"Caa",0.00277241509470417,8,0.05,3,2
"Cs",0.164901388678672,8,0.05,3,2
"Nlh",0.00730498769739743,8,0.05,3,2
"Nnh",0.00375077263346851,8,0.05,3,2
"Nah",0.00446813648225559,8,0.05,3,2
"Dl",0.00674960062558024,8,0.05,3,2
"Dn",0.00524619985255184,8,0.05,3,2
"Da",0.00770045104496622,8,0.05,3,2
"Hcn",0.173798050590993,8,0.05,3,2
"Hcs",0.0590368995233998,8,0.05,3,2
"I",0.00757280226106368,8,0.05,3,2
"theta",0.00638772803720112,8,0.05,3,2
"Pl",0.00452605857153465,8,0.05,3,2
"Pn",0.00603716730281692,8,0.05,3,2
"Pa",0.00984044264195624,8,0.05,3,2
"Ql",0.0697273496838272,8,0.05,3,2
"Qn",0.00705067506726552,8,0.05,3,2
"Qa",0.00615572874887065,8,0.05,3,2
"Ra",0.0138039903634316,8,0.05,3,2
"E",0.019352229592993,9,0.05,3,2
"Sl",0.0127682944185219,9,0.05,3,2
"Sn",0.0276603035401606,9,0.05,3,2
"Sa",0.00992236272086539,9,0.05,3,2
"Cll",0.00392348084158179,9,0.05,3,2
"Cnl",0.00498239049559626,9,0.05,3,2
"Cal",0.00381562693045358,9,0.05,3,2
"Cln",0.00416156047385413,9,0.05,3,2
"Cnn",0.00367602238191322,9,0.05,3,2
"Can",0.00382488668095936,9,0.05,3,2
"Cla",0.0074636415486454,9,0.05,3,2
"Cna",0.00522293338562617,9,0.05,3,2
"Caa",0.00405571055173349,9,0.05,3,2
"Cs",0.138574387539084,9,0.05,3,2
"Nlh",0.00471893260351402,9,0.05,3,2
"Nnh",0.00381997525957884,9,0.05,3,2
"Nah",0.00395295330409268,9,0.05,3,2
"Dl",0.00760769473721805,9,0.05,3,2
"Dn",0.00675584422164691,9,0.05,3,2
"Da",0.00883455711424361,9,0.05,3,2
"Hcn",0.193468050072873,9,0.05,3,2
"Hcs",0.0783988790399802,9,0.05,3,2
"I",0.00867921184445446,9,0.05,3,2
"theta",0.00652166525123329,9,0.05,3,2
"Pl",0.00855335973431023,9,0.05,3,2
"Pn",0.00855047493853398,9,0.05,3,2
"Pa",0.00965174660913398,9,0.05,3,2
"Ql",0.0575205569662084,9,0.05,3,2
"Qn",0.00696848788625038,9,0.05,3,2
"Qa",0.0101824131460544,9,0.05,3,2
"Ra",0.0197428506167238,9,0.05,3,2
"E",0.0403685026642567,10,0.05,3,2
"Sl",0.0171785548148096,10,0.05,3,2
"Sn",0.0377040058699151,10,0.05,3,2
"Sa",0.00795670411800014,10,0.05,3,2
"Cll",0.00382393359016493,10,0.05,3,2
"Cnl",0.00473770229385864,10,0.05,3,2
"Cal",0.00540052819494532,10,0.05,3,2
"Cln",0.00460898340237084,10,0.05,3,2
"Cnn",0.00457212656938048,10,0.05,3,2
"Can",0.00376577465200581,10,0.05,3,2
"Cla",0.00527655628723018,10,0.05,3,2
"Cna",0.00471558119664549,10,0.05,3,2
"Caa",0.00394766983849341,10,0.05,3,2
"Cs",0.129282757770958,10,0.05,3,2
"Nlh",0.00443733146325319,10,0.05,3,2
"Nnh",0.00516610187597314,10,0.05,3,2
"Nah",0.00397634479001797,10,0.05,3,2
"Dl",0.00685169859001076,10,0.05,3,2
"Dn",0.00679579066024152,10,0.05,3,2
"Da",0.00894486135038778,10,0.05,3,2
"Hcn",0.183071132351159,10,0.05,3,2
"Hcs",0.0667206684195496,10,0.05,3,2
"I",0.00816183279329072,10,0.05,3,2
"theta",0.00636693127635333,10,0.05,3,2
"Pl",0.005943950630343,10,0.05,3,2
"Pn",0.00761378514821843,10,0.05,3,2
"Pa",0.00801818534330583,10,0.05,3,2
"Ql",0.051766910859198,10,0.05,3,2
"Qn",0.00544251811450452,10,0.05,3,2
"Qa",0.00726708783131852,10,0.05,3,2
"Ra",0.0234335737467392,10,0.05,3,2
"E",0.0154979034485561,11,0.05,3,2
"Sl",0.00865387646563252,11,0.05,3,2
"Sn",0.0223191078616646,11,0.05,3,2
"Sa",0.00782241068033827,11,0.05,3,2
"Cll",0.00463029377944865,11,0.05,3,2
"Cnl",0.00445688084717556,11,0.05,3,2
"Cal",0.00385824424661664,11,0.05,3,2
"Cln",0.00502724431792152,11,0.05,3,2
"Cnn",0.00321733302736819,11,0.05,3,2
"Can",0.00473619120657716,11,0.05,3,2
"Cla",0.00566999382566441,11,0.05,3,2
"Cna",0.00415172895873196,11,0.05,3,2
"Caa",0.00340175630593675,11,0.05,3,2
"Cs",0.158155366264559,11,0.05,3,2
"Nlh",0.00440045119774697,11,0.05,3,2
"Nnh",0.00388429052779324,11,0.05,3,2
"Nah",0.00430572755601103,11,0.05,3,2
"Dl",0.00617035387183367,11,0.05,3,2
"Dn",0.00508501971230174,11,0.05,3,2
"Da",0.00719360306412047,11,0.05,3,2
"Hcn",0.208387978173926,11,0.05,3,2
"Hcs",0.063854194845447,11,0.05,3,2
"I",0.00820439240101616,11,0.05,3,2
"theta",0.00784047287248489,11,0.05,3,2
"Pl",0.00499307915674129,11,0.05,3,2
"Pn",0.00683927146794014,11,0.05,3,2
"Pa",0.0123689349695482,11,0.05,3,2
"Ql",0.0858482724258799,11,0.05,3,2
"Qn",0.00572699383343013,11,0.05,3,2
"Qa",0.00679345904327248,11,0.05,3,2
"Ra",0.0133140218584475,11,0.05,3,2
"E",0.0185075549377327,12,0.05,3,2
"Sl",0.00884891134137579,12,0.05,3,2
"Sn",0.0216293223395141,12,0.05,3,2
"Sa",0.00682588370793862,12,0.05,3,2
"Cll",0.00352632859753842,12,0.05,3,2
"Cnl",0.00769894913122286,12,0.05,3,2
"Cal",0.00577711527389607,12,0.05,3,2
"Cln",0.00386012104550939,12,0.05,3,2
"Cnn",0.00361988077096801,12,0.05,3,2
"Can",0.00524758864137132,12,0.05,3,2
"Cla",0.00489603068828445,12,0.05,3,2
"Cna",0.00495137663338357,12,0.05,3,2
"Caa",0.00422476454699802,12,0.05,3,2
"Cs",0.148408776807572,12,0.05,3,2
"Nlh",0.00409020633778953,12,0.05,3,2
"Nnh",0.00427433572219684,12,0.05,3,2
"Nah",0.00413402804905592,12,0.05,3,2
"Dl",0.00526032713947606,12,0.05,3,2
"Dn",0.00757235375605797,12,0.05,3,2
"Da",0.00759106704826754,12,0.05,3,2
"Hcn",0.210772434556108,12,0.05,3,2
"Hcs",0.0940158727521969,12,0.05,3,2
"I",0.00780769096261678,12,0.05,3,2
"theta",0.00651915740369373,12,0.05,3,2
"Pl",0.00772230150231656,12,0.05,3,2
"Pn",0.0072598467547554,12,0.05,3,2
"Pa",0.0126855452648575,12,0.05,3,2
"Ql",0.0566443179981212,12,0.05,3,2
"Qn",0.00717841030814585,12,0.05,3,2
"Qa",0.00626987423873301,12,0.05,3,2
"Ra",0.012259755709334,12,0.05,3,2
"E",0.026888761647985,13,0.05,3,2
"Sl",0.00587184886099514,13,0.05,3,2
"Sn",0.0154936133355131,13,0.05,3,2
"Sa",0.00712295711404161,13,0.05,3,2
"Cll",0.00348797417534883,13,0.05,3,2
"Cnl",0.00418791960470057,13,0.05,3,2
"Cal",0.00700812291611028,13,0.05,3,2
"Cln",0.00364850900871086,13,0.05,3,2
"Cnn",0.00407236117092105,13,0.05,3,2
"Can",0.00405326065472972,13,0.05,3,2
"Cla",0.00621974848954696,13,0.05,3,2
"Cna",0.00459146259934935,13,0.05,3,2
"Caa",0.00355793396375903,13,0.05,3,2
"Cs",0.149743573362702,13,0.05,3,2
"Nlh",0.00354573687205516,13,0.05,3,2
"Nnh",0.00560997214865031,13,0.05,3,2
"Nah",0.00405573042896903,13,0.05,3,2
"Dl",0.00643599104338391,13,0.05,3,2
"Dn",0.00581323118883575,13,0.05,3,2
"Da",0.00637116781894317,13,0.05,3,2
"Hcn",0.186668340197393,13,0.05,3,2
"Hcs",0.0645303436774698,13,0.05,3,2
"I",0.00878559772078003,13,0.05,3,2
"theta",0.00727056476612106,13,0.05,3,2
"Pl",0.00557395650687981,13,0.05,3,2
"Pn",0.0100934236702865,13,0.05,3,2
"Pa",0.00630683301641612,13,0.05,3,2
"Ql",0.059148911410485,13,0.05,3,2
"Qn",0.00582989900051403,13,0.05,3,2
"Qa",0.00571955345433123,13,0.05,3,2
"Ra",0.0238085828308417,13,0.05,3,2
"E",0.0195061318540641,14,0.05,3,2
"Sl",0.0157825012818792,14,0.05,3,2
"Sn",0.0165513386425946,14,0.05,3,2
"Sa",0.00975714922555012,14,0.05,3,2
"Cll",0.00387368914664635,14,0.05,3,2
"Cnl",0.00513472223892792,14,0.05,3,2
"Cal",0.00244357451958934,14,0.05,3,2
"Cln",0.0039531457678368,14,0.05,3,2
"Cnn",0.0041473477396813,14,0.05,3,2
"Can",0.00290794287663322,14,0.05,3,2
"Cla",0.00648743196154346,14,0.05,3,2
"Cna",0.00537072492017913,14,0.05,3,2
"Caa",0.00203674089136402,14,0.05,3,2
"Cs",0.142102474250644,14,0.05,3,2
"Nlh",0.00537831051596149,14,0.05,3,2
"Nnh",0.00376385407426216,14,0.05,3,2
"Nah",0.00223307325579656,14,0.05,3,2
"Dl",0.0068366442993788,14,0.05,3,2
"Dn",0.00830275226014377,14,0.05,3,2
"Da",0.0056644647187978,14,0.05,3,2
"Hcn",0.207158190072491,14,0.05,3,2
"Hcs",0.0727328800459658,14,0.05,3,2
"I",0.00624856453236915,14,0.05,3,2
"theta",0.00758404351177435,14,0.05,3,2
"Pl",0.00523984934843363,14,0.05,3,2
"Pn",0.00641915560517177,14,0.05,3,2
"Pa",0.00746950289344093,14,0.05,3,2
"Ql",0.0816688290715746,14,0.05,3,2
"Qn",0.00744753065080435,14,0.05,3,2
"Qa",0.00590355293017612,14,0.05,3,2
"Ra",0.00792014187132201,14,0.05,3,2
"E",0.0226001933074049,15,0.05,3,2
"Sl",0.00761127248874202,15,0.05,3,2
"Sn",0.0251375398519393,15,0.05,3,2
"Sa",0.0109710531579523,15,0.05,3,2
"Cll",0.00370246122084184,15,0.05,3,2
"Cnl",0.00942640349115263,15,0.05,3,2
"Cal",0.0055289401224982,15,0.05,3,2
"Cln",0.00649024789910254,15,0.05,3,2
"Cnn",0.0044757745336711,15,0.05,3,2
"Can",0.00407063868934509,15,0.05,3,2
"Cla",0.00608449183678561,15,0.05,3,2
"Cna",0.00479422231810504,15,0.05,3,2
"Caa",0.00552019534779478,15,0.05,3,2
"Cs",0.161825463526003,15,0.05,3,2
"Nlh",0.00424626634073932,15,0.05,3,2
"Nnh",0.00517126429546643,15,0.05,3,2
"Nah",0.00553058886657481,15,0.05,3,2
"Dl",0.00927943996849837,15,0.05,3,2
"Dn",0.00550207737670619,15,0.05,3,2
"Da",0.00801213707373121,15,0.05,3,2
"Hcn",0.208150440999347,15,0.05,3,2
"Hcs",0.0471776246531949,15,0.05,3,2
"I",0.0112212300449611,15,0.05,3,2
"theta",0.00717691632510773,15,0.05,3,2
"Pl",0.00707250552809818,15,0.05,3,2
"Pn",0.0075598134875146,15,0.05,3,2
"Pa",0.00771443702294486,15,0.05,3,2
"Ql",0.0568586432884598,15,0.05,3,2
"Qn",0.00560904320228351,15,0.05,3,2
"Qa",0.00854038945387675,15,0.05,3,2
"Ra",0.0235852827629725,15,0.05,3,2
"E",0.0225938447211818,16,0.05,3,2
"Sl",0.0115682097646302,16,0.05,3,2
"Sn",0.0239617499838505,16,0.05,3,2
"Sa",0.0114577831343625,16,0.05,3,2
"Cll",0.00380112999256354,16,0.05,3,2
"Cnl",0.00644069604776166,16,0.05,3,2
"Cal",0.00423458340748306,16,0.05,3,2
"Cln",0.00441728834637137,16,0.05,3,2
"Cnn",0.00442254793459125,16,0.05,3,2
"Can",0.00406427246778367,16,0.05,3,2
"Cla",0.00551136932132,16,0.05,3,2
"Cna",0.00553063019010735,16,0.05,3,2
"Caa",0.00400876085870025,16,0.05,3,2
"Cs",0.157229516688361,16,0.05,3,2
"Nlh",0.00360976197229359,16,0.05,3,2
"Nnh",0.00389253590349102,16,0.05,3,2
"Nah",0.00273393617324342,16,0.05,3,2
"Dl",0.0084438134534968,16,0.05,3,2
"Dn",0.0086090475714906,16,0.05,3,2
"Da",0.00795429643158249,16,0.05,3,2
"Hcn",0.219422832619023,16,0.05,3,2
"Hcs",0.0638943183867934,16,0.05,3,2
"I",0.00936422362115833,16,0.05,3,2
"theta",0.0100585959914882,16,0.05,3,2
"Pl",0.0126722997738779,16,0.05,3,2
"Pn",0.00799869420727612,16,0.05,3,2
"Pa",0.0147383774235029,16,0.05,3,2
"Ql",0.0563165854579971,16,0.05,3,2
"Qn",0.00808726865203083,16,0.05,3,2
"Qa",0.00989382469963623,16,0.05,3,2
"Ra",0.021340627733975,16,0.05,3,2
"E",0.0123608890944911,17,0.05,3,2
"Sl",0.0093744617036769,17,0.05,3,2
"Sn",0.02942917452562,17,0.05,3,2
"Sa",0.0103616178850647,17,0.05,3,2
"Cll",0.00385521253887505,17,0.05,3,2
"Cnl",0.00524085955602125,17,0.05,3,2
"Cal",0.00428021265876223,17,0.05,3,2
"Cln",0.00364951424128913,17,0.05,3,2
"Cnn",0.00473867028143286,17,0.05,3,2
"Can",0.00389793042112542,17,0.05,3,2
"Cla",0.00504239386477933,17,0.05,3,2
"Cna",0.00613760245180324,17,0.05,3,2
"Caa",0.00375687240272772,17,0.05,3,2
"Cs",0.152114372759109,17,0.05,3,2
"Nlh",0.0043698606521902,17,0.05,3,2
"Nnh",0.00535051421438381,17,0.05,3,2
"Nah",0.00329948877824904,17,0.05,3,2
"Dl",0.00780071349795714,17,0.05,3,2
"Dn",0.00822499083383374,17,0.05,3,2
"Da",0.00709281716083818,17,0.05,3,2
"Hcn",0.223776329114482,17,0.05,3,2
"Hcs",0.0546822367399724,17,0.05,3,2
"I",0.00759155477407978,17,0.05,3,2
"theta",0.00731031545841474,17,0.05,3,2
"Pl",0.00637979463002509,17,0.05,3,2
"Pn",0.00788657710333011,17,0.05,3,2
"Pa",0.0135022758480651,17,0.05,3,2
"Ql",0.054784799424499,17,0.05,3,2
"Qn",0.00693035385311715,17,0.05,3,2
"Qa",0.00652138943694339,17,0.05,3,2
"Ra",0.010983065760626,17,0.05,3,2
"E",0.0318490481421587,18,0.05,3,2
"Sl",0.00985405196489607,18,0.05,3,2
"Sn",0.0168583239072689,18,0.05,3,2
"Sa",0.0117360429627657,18,0.05,3,2
"Cll",0.00276890278694309,18,0.05,3,2
"Cnl",0.00533546642514316,18,0.05,3,2
"Cal",0.00573530064544296,18,0.05,3,2
"Cln",0.0039808213599174,18,0.05,3,2
"Cnn",0.00415434167449977,18,0.05,3,2
"Can",0.00562478983498796,18,0.05,3,2
"Cla",0.0053457869499943,18,0.05,3,2
"Cna",0.00554885618187661,18,0.05,3,2
"Caa",0.00416970399418241,18,0.05,3,2
"Cs",0.151325235147335,18,0.05,3,2
"Nlh",0.00275500261852147,18,0.05,3,2
"Nnh",0.00435006415269009,18,0.05,3,2
"Nah",0.00387277979060758,18,0.05,3,2
"Dl",0.0102600856609889,18,0.05,3,2
"Dn",0.00884440065361016,18,0.05,3,2
"Da",0.00841915275628172,18,0.05,3,2
"Hcn",0.197378299505452,18,0.05,3,2
"Hcs",0.0650435121022954,18,0.05,3,2
"I",0.0127510276146033,18,0.05,3,2
"theta",0.00691543208023109,18,0.05,3,2
"Pl",0.00796320869834098,18,0.05,3,2
"Pn",0.00804128850411534,18,0.05,3,2
"Pa",0.0172873522029902,18,0.05,3,2
"Ql",0.067070077957078,18,0.05,3,2
"Qn",0.005502637803822,18,0.05,3,2
"Qa",0.00802580899762194,18,0.05,3,2
"Ra",0.0161428643806628,18,0.05,3,2
"E",0.0317301648140555,19,0.05,3,2
"Sl",0.00679873591426908,19,0.05,3,2
"Sn",0.0212955250546614,19,0.05,3,2
"Sa",0.00866261918472435,19,0.05,3,2
"Cll",0.00438699070172473,19,0.05,3,2
"Cnl",0.00490223263241707,19,0.05,3,2
"Cal",0.00373323978410637,19,0.05,3,2
"Cln",0.00388773751325311,19,0.05,3,2
"Cnn",0.00375621785113748,19,0.05,3,2
"Can",0.00399043172438895,19,0.05,3,2
"Cla",0.00471334741046648,19,0.05,3,2
"Cna",0.00473679259614768,19,0.05,3,2
"Caa",0.00321183620429039,19,0.05,3,2
"Cs",0.143329406593874,19,0.05,3,2
"Nlh",0.00358515756005841,19,0.05,3,2
"Nnh",0.00467868357678069,19,0.05,3,2
"Nah",0.00346747665104959,19,0.05,3,2
"Dl",0.00483235058601887,19,0.05,3,2
"Dn",0.00436011885233718,19,0.05,3,2
"Da",0.00464964505163909,19,0.05,3,2
"Hcn",0.170946122812324,19,0.05,3,2
"Hcs",0.0729582247158212,19,0.05,3,2
"I",0.00835280112397761,19,0.05,3,2
"theta",0.00958696996190484,19,0.05,3,2
"Pl",0.00761439743778824,19,0.05,3,2
"Pn",0.00475398921382298,19,0.05,3,2
"Pa",0.00631854795923928,19,0.05,3,2
"Ql",0.049362170886127,19,0.05,3,2
"Qn",0.00810832799585277,19,0.05,3,2
"Qa",0.00613768569606557,19,0.05,3,2
"Ra",0.015134918411516,19,0.05,3,2
"E",0.0226932133367302,20,0.05,3,2
"Sl",0.00729621242495718,20,0.05,3,2
"Sn",0.0354589912560685,20,0.05,3,2
"Sa",0.00781037748194776,20,0.05,3,2
"Cll",0.00512163136154933,20,0.05,3,2
"Cnl",0.00503910630794753,20,0.05,3,2
"Cal",0.00281036810556045,20,0.05,3,2
"Cln",0.00569399961185184,20,0.05,3,2
"Cnn",0.00335750688561666,20,0.05,3,2
"Can",0.00368106767911057,20,0.05,3,2
"Cla",0.00489353976643176,20,0.05,3,2
"Cna",0.0046125561734422,20,0.05,3,2
"Caa",0.00255575349404286,20,0.05,3,2
"Cs",0.151412413918802,20,0.05,3,2
"Nlh",0.00483930611352611,20,0.05,3,2
"Nnh",0.00386575543450726,20,0.05,3,2
"Nah",0.00264428755674904,20,0.05,3,2
"Dl",0.00488046449648041,20,0.05,3,2
"Dn",0.00445737212252894,20,0.05,3,2
"Da",0.0094270804983308,20,0.05,3,2
"Hcn",0.217710988203214,20,0.05,3,2
"Hcs",0.057713817827075,20,0.05,3,2
"I",0.0108253362237098,20,0.05,3,2
"theta",0.00676199761342142,20,0.05,3,2
"Pl",0.0075363124231104,20,0.05,3,2
"Pn",0.00855984468599185,20,0.05,3,2
"Pa",0.0108388351237054,20,0.05,3,2
"Ql",0.0361082931763853,20,0.05,3,2
"Qn",0.00577780541923865,20,0.05,3,2
"Qa",0.0062719355248147,20,0.05,3,2
"Ra",0.0174821784446346,20,0.05,3,2
"E",0.0278907526231379,21,0.05,3,2
"Sl",0.00837792111853636,21,0.05,3,2
"Sn",0.033954171963724,21,0.05,3,2
"Sa",0.0078151160571775,21,0.05,3,2
"Cll",0.00461748939200524,21,0.05,3,2
"Cnl",0.00613900972671587,21,0.05,3,2
"Cal",0.00380243608390009,21,0.05,3,2
"Cln",0.00426830323358923,21,0.05,3,2
"Cnn",0.00342883881986454,21,0.05,3,2
"Can",0.00444450362861615,21,0.05,3,2
"Cla",0.00552417794878881,21,0.05,3,2
"Cna",0.00487401545567172,21,0.05,3,2
"Caa",0.00427538825059289,21,0.05,3,2
"Cs",0.16608153863688,21,0.05,3,2
"Nlh",0.00403564514011858,21,0.05,3,2
"Nnh",0.0044347378208443,21,0.05,3,2
"Nah",0.00365857390666493,21,0.05,3,2
"Dl",0.00601934898879364,21,0.05,3,2
"Dn",0.00527533504014615,21,0.05,3,2
"Da",0.00774910923589834,21,0.05,3,2
"Hcn",0.188749460347919,21,0.05,3,2
"Hcs",0.0630646811653983,21,0.05,3,2
"I",0.0064660482193582,21,0.05,3,2
"theta",0.00514404402999517,21,0.05,3,2
"Pl",0.0113207204935438,21,0.05,3,2
"Pn",0.00823390765305435,21,0.05,3,2
"Pa",0.01153765561361,21,0.05,3,2
"Ql",0.0719615997441252,21,0.05,3,2
"Qn",0.00546539671876793,21,0.05,3,2
"Qa",0.00640980391949907,21,0.05,3,2
"Ra",0.00921582189636217,21,0.05,3,2
"E",0.0188594428154175,22,0.05,3,2
"Sl",0.0101152345302876,22,0.05,3,2
"Sn",0.0239034372372124,22,0.05,3,2
"Sa",0.00831319713291277,22,0.05,3,2
"Cll",0.00263877289076432,22,0.05,3,2
"Cnl",0.00492351587954759,22,0.05,3,2
"Cal",0.00424616370679254,22,0.05,3,2
"Cln",0.00403192016572667,22,0.05,3,2
"Cnn",0.00380476746759515,22,0.05,3,2
"Can",0.0032155257692314,22,0.05,3,2
"Cla",0.00513981872944313,22,0.05,3,2
"Cna",0.00542680165124131,22,0.05,3,2
"Caa",0.00347395247670166,22,0.05,3,2
"Cs",0.148541706231379,22,0.05,3,2
"Nlh",0.00343767678782274,22,0.05,3,2
"Nnh",0.00464415823426944,22,0.05,3,2
"Nah",0.00389378495024275,22,0.05,3,2
"Dl",0.00642783656459392,22,0.05,3,2
"Dn",0.00529525746148425,22,0.05,3,2
"Da",0.00865673716039045,22,0.05,3,2
"Hcn",0.195741628213853,22,0.05,3,2
"Hcs",0.0729959122027343,22,0.05,3,2
"I",0.00724303498658091,22,0.05,3,2
"theta",0.00696539495167071,22,0.05,3,2
"Pl",0.00519497216989271,22,0.05,3,2
"Pn",0.00771848754520886,22,0.05,3,2
"Pa",0.00866735470876694,22,0.05,3,2
