"variable","importance","ID","K.sce","I.sce","N.sce"
"Cln",0.000424228604574205,18,0.05,1,1
"Cnn",0.000112338196309586,18,0.05,1,1
"Can",0.000143065931797439,18,0.05,1,1
"Cla",0.000510246868656814,18,0.05,1,1
"Cna",0.000150634083695024,18,0.05,1,1
"Caa",0.000137904951889264,18,0.05,1,1
"Cs",0.00727903639155333,18,0.05,1,1
"Nlh",0.00058301845799648,18,0.05,1,1
"Nnh",0.000145488178780984,18,0.05,1,1
"Nah",0.000110562111947745,18,0.05,1,1
"Dl",0.000178032478238328,18,0.05,1,1
"Dn",0.000166036260291817,18,0.05,1,1
"Da",0.000164345561692137,18,0.05,1,1
"Hcn",0.0105563624792912,18,0.05,1,1
"Hcs",0.00129082556510107,18,0.05,1,1
"I",0.000849966553053987,18,0.05,1,1
"theta",0.000166666186141226,18,0.05,1,1
"Pl",0.000112479101015494,18,0.05,1,1
"Pn",0.000132373186251525,18,0.05,1,1
"Pa",0.000369998316018047,18,0.05,1,1
"Ql",0.00195687100461022,18,0.05,1,1
"Qn",0.000155736955372105,18,0.05,1,1
"Qa",0.000171013860157667,18,0.05,1,1
"Ra",0.000595350557250675,18,0.05,1,1
"E",0.000326883257081944,19,0.05,1,1
"Sl",0.000164871285105713,19,0.05,1,1
"Sn",0.0001421549297678,19,0.05,1,1
"Sa",0.000154120778718266,19,0.05,1,1
"Cll",0.000383994270219381,19,0.05,1,1
"Cnl",0.000139378556990034,19,0.05,1,1
"Cal",0.000112406998470371,19,0.05,1,1
"Cln",0.000330564269671891,19,0.05,1,1
"Cnn",0.000136646953780589,19,0.05,1,1
"Can",8.76324752945363e-05,19,0.05,1,1
"Cla",0.000746625018132749,19,0.05,1,1
"Cna",0.00010618094505811,19,0.05,1,1
"Caa",0.00011880770426814,19,0.05,1,1
"Cs",0.00705356906246904,19,0.05,1,1
"Nlh",0.000389031250070025,19,0.05,1,1
"Nnh",0.000148095435654844,19,0.05,1,1
