"vertical","nonsystemic","systemic","R0","R0_vertical","R0_novertical","I.sce","N.sce","K.sce"
0.37303508469434,0.133352441894462,0.493436927510648,0.259025607647568,0.0204238472698395,0.0316966631922472,1,1,0.05
0.585094715751488,0.269469134107292,0.145403741917757,0.621002084566845,0.287412062698718,0.0798295880774395,1,1,0.05
0.505734711893319,0.1187870890712,0.375375631978879,0.554827930559198,0.226163145983132,0.0331490906066058,1,1,0.05
0.465412685428799,0.305678377589546,0.228811490778547,1.13575974502701,0.210179219593962,0.0604330166591166,1,1,0.05
0.476966382201196,0.41130793224968,0.111654182546397,1.39335080254776,0.270907296006167,0.0920920868086838,1,1,0.05
0.449859491863793,0.221184642853594,0.328863315925659,0.258100085104877,0.0569068237960931,0.0344447407731145,1,1,0.05
0.770052341435892,0.216978928680152,0.0130127322706502,1.4322564233545,1.02523442004601,0.0189969705974517,1,1,0.05
0.689416372477693,0.130430148556626,0.180205767073412,1.34968638925307,0.929651974234973,0.0703567089007926,1,1,0.05
0.506212724934685,0.487108731061662,0.00660369678191387,2.25690516166144,0.530816989770712,0.131606524570497,1,1,0.05
0.508622743176345,0.458913857355718,0.0323544840327455,0.788928647291455,0.136338170784006,0.0219112921106614,1,1,0.05
0.51370738011102,0.435508469213553,0.0507123872108605,2.35816778316559,0.550738066891362,0.0898494820059682,1,1,0.05
0.521361796789509,0.292113055661502,0.186467864904829,0.806093468044209,0.271559422408838,0.0582783686764894,1,1,0.05
0.308495587943435,0.230500406609662,0.460845969054893,0.0903376561586873,0.000303109065606748,0.0258076325751255,1,1,0.05
0.72994406533832,0.232737165068452,0.0373398907510751,0.994817180322709,0.667849839742821,0.037653641813788,1,1,0.05
0.525720232075836,0.214651285176353,0.25955609967261,0.36886011478392,0.148077061117775,0.0390821845728205,1,1,0.05
0.812417142129559,0.153287968270315,0.0343582635409379,0.691925409722153,0.54917326461628,0.0228874352786217,1,1,0.05
0.599871927337414,0.367435333081002,0.0326630079052072,1.02441603925135,0.436536723296546,0.0476530146944916,1,1,0.05
0.383614268151868,0.0742614849452462,0.541914070308233,0.289542333443545,0.0368851024675671,0.017484990103663,1,1,0.05
0.702265320045927,0.274610554955413,0.0231494739039559,2.76458238885358,1.70732271990776,0.0708415339482524,1,1,0.05
0.492459950406727,0.403232131474154,0.104246171939332,0.781185213672027,0.187210013480489,0.0653288795423483,1,1,0.05
0.853024155177162,0.142637081506839,0.00440208488120604,3.49576217625328,2.91588809303539,0.0346699933794471,1,1,0.05
0.382891426291305,0.130100877337296,0.486814556104232,0.616932360864294,0.0596420323121099,0.0512179647230947,1,1,0.05
0.653115364184145,0.32455802543617,0.0223226888432895,1.12567349717191,0.606692504403775,0.0547374468764119,1,1,0.05
0.528753539568016,0.27417082807768,0.197012438543665,0.562276302562713,0.193614631861446,0.022901574049481,1,1,0.05
0.664514338692961,0.19309011502349,0.142407078298514,1.08321951649315,0.671201717584989,0.058127926200426,1,1,0.05
0.549137808849502,0.339033079412316,0.111792378588462,0.944273629855939,0.350195715574772,0.0951205445043947,1,1,0.05
0.702489473727769,0.280593354595409,0.0169231183024792,2.12426475951717,1.29509623040928,0.0441061390501477,1,1,0.05
0.569901168782443,0.37367305841277,0.0563407897641232,1.08954507493355,0.34826119529177,0.0178252856177843,1,1,0.05
0.535036424300732,0.3634053271642,0.101500755727339,0.736357894635019,0.252094977976509,0.0668514578688547,1,1,0.05
0.579643169930495,0.356747042199351,0.0635645309731267,1.07327756331337,0.411961610063037,0.0525657388792808,1,1,0.05
0.524695926551212,0.309074027069955,0.166176017876663,1.1033645357107,0.355827038089811,0.0817818113793797,1,1,0.05
0.583430234364021,0.41269253148821,0.00379533452027691,1.34899096746716,0.506774843980345,0.0503248620851184,1,1,0.05
0.564592217534784,0.410407909227827,0.024947634376053,1.36599294160728,0.466361361643686,0.050955679927801,1,1,0.05
0.627711556285796,0.30278127880179,0.0695006450836042,1.8553002892359,0.935429751760921,0.0629617392393197,1,1,0.05
0.603313734611375,0.38297572255988,0.0136760188644778,1.89027360776904,0.786276860539636,0.0332166915900745,1,1,0.05
0.374269750463361,0.0759776076461916,0.549605379170267,0.389567405984046,0.0784684924437701,0.117782827895629,1,1,0.05
0.499128236967418,0.321499210795686,0.179307832950287,0.876935786514908,0.242751948951312,0.0786330669462524,1,1,0.05
0.599115330253259,0.33402227332267,0.0668378767525665,0.971352503912471,0.433000079985363,0.0635887292421717,1,1,0.05
0.438513340650497,0.301793810865264,0.259607175671779,0.511701417097142,0.0758446069810601,0.0333343359139933,1,1,0.05
0.45524473653971,0.117452559273179,0.427164963231494,0.952898831197616,0.272334615305145,0.049487369587874,1,1,0.05
0.536346631814193,0.438177746655632,0.0254127755842346,1.08394055245283,0.262982041273391,0.0233326432463479,1,1,0.05
0.545812205615666,0.410713483514362,0.0434230557187197,2.43909834644025,0.773976718064097,0.101227438947313,1,1,0.05
0.506161321295822,0.491050398660492,0.00264331595657432,0.865489418379897,0.0807286145050726,0.0104995731679095,1,1,0.05
0.544406146877595,0.301569148714314,0.153979454444485,0.537524878422292,0.200532731921209,0.0633396766601084,1,1,0.05
0.464604077313509,0.282989765311276,0.252337805736051,0.638770069028896,0.15264033247584,0.0621739366401069,1,1,0.05
0.511864171214926,0.450857676926915,0.0371774590674187,1.30723826496056,0.293179303653894,0.0794244599771502,1,1,0.05
0.602636017799072,0.357835542585588,0.0394986009522983,1.10842520819168,0.48346684322673,0.0346943346238802,1,1,0.05
0.535286071398305,0.429800941808466,0.0348508750049456,2.11902388199417,0.60855227438566,0.0731964863433414,1,1,0.05
0.455851945244265,0.492337927101835,0.0516853476473111,0.443980838986374,0.0378767658218617,0.0266652108507264,1,1,0.05
0.897853882452645,0.0985841431766931,0.00362003911427955,3.01139465013239,2.68147921437979,0.045843642470252,1,1,0.05
0.476142074974651,0.510681493511461,0.0130803484939621,0.53334216054109,0.0774358962577871,0.0272678130810485,1,1,0.05
0.464827086992028,0.431768515169959,0.10333438431221,0.353529002423636,0.0531420596677901,0.0452702785165566,1,1,0.05
0.401427342776473,0.14365610197238,0.454801592346977,0.371439392577714,0.0771188660173913,0.0816616202796519,1,1,0.05
0.88927010317423,0.0826280078409851,0.0281747848717063,5.33600893719595,4.76476355232034,0.108780049251345,1,1,0.05
0.643562974254438,0.305097689178657,0.0513435281303857,2.52854634132534,1.34164612892465,0.103134888091223,1,1,0.05
0.557911329761712,0.339606827188053,0.102438890663133,1.21100042381091,0.460278146676817,0.0688797652532444,1,1,0.05
0.538315575150997,0.441064089373952,0.0205549307281464,2.28400317374919,0.659816036053649,0.0692403555001023,1,1,0.05
0.746403759267148,0.246548279742738,0.00705341231401429,1.54714009415222,1.04861027705703,0.0392770459236689,1,1,0.05
0.442504045331849,0.504157330775409,0.0532422115235279,1.01524292768764,0.125582238653776,0.103728493094091,1,1,0.05
0.451962431982831,0.243788496534127,0.304169787326405,0.677323092984393,0.168476952756329,0.116805964075304,1,1,0.05
0.376700847979939,0.312436147337565,0.310767801529735,0.166242427147175,0.010319774757653,0.0321958921619121,1,1,0.05
0.486578078472674,0.452676594931073,0.0606776893576026,1.0034514219528,0.218644073199803,0.0689455953115078,1,1,0.05
0.472424069706962,0.291642195818884,0.235854974848261,0.771441446086619,0.169661154192792,0.0575708302996599,1,1,0.05
0.610519835421273,0.296075503082474,0.093387216266344,0.494615900032575,0.235180785496789,0.0183056484572048,1,1,0.05
0.577029678209773,0.407045718831005,0.0158328743123168,1.6310970641134,0.597553967160564,0.109047714150041,1,1,0.05
0.753346314259433,0.228634894853496,0.018042979205159,2.38080006122375,1.65769841310739,0.0704313454715965,1,1,0.05
0.433079280344875,0.260774834972613,0.306014068295068,0.297745981145114,0.0419887037176739,0.0176236349630609,1,1,0.05
0.475179207416377,0.364843889907696,0.159903729451251,0.567231109392596,0.107875740551507,0.0533207529442938,1,1,0.05
0.700007335568014,0.206060985986603,0.093974786278167,1.32476982214253,0.873544267965085,0.0726859979989677,1,1,0.05
0.532544168676053,0.355538179257743,0.111864484244951,0.897774450961592,0.2823658248035,0.0662193987724354,1,1,0.05
0.64073611104632,0.119588825903426,0.239688484901054,1.177658769321,0.746505381862693,0.0675771652285275,1,1,0.05
0.510384448568064,0.459508632634669,0.0300340939171266,2.17702511870158,0.449833797973588,0.0854881870772077,1,1,0.05
0.470165576008875,0.349690565488584,0.180080829687756,0.753541110585678,0.1686717007981,0.0994378787852298,1,1,0.05
0.556737169839164,0.38029762121729,0.0629239738659546,1.1602489148712,0.396571354417359,0.0440140449659264,1,1,0.05
0.73401504779831,0.221638963530038,0.0443925930877839,1.34329062478852,0.918665533147942,0.052621941397803,1,1,0.05
0.36260255145948,0.497602810065677,0.13966531492332,0.270334257120223,0.00974308648317462,0.0462656642450436,1,1,0.05
0.398259760610359,0.50470661276319,0.096932697058074,0.45073436528237,0.0238108861730821,0.0551187284551861,1,1,0.05
0.403993558247633,0.349532682688092,0.246384919588601,0.304353887756772,0.0313338718354165,0.0370072636705623,1,1,0.05
0.548077347576141,0.398066875445847,0.0538015019129904,0.690876365974004,0.223049180281641,0.0336107009568957,1,1,0.05
0.539508207960717,0.222871105179271,0.237592310366091,0.595115828648044,0.261377060354964,0.0978981638423878,1,1,0.05
0.492121669014809,0.442448003229514,0.0653665353372711,1.33932489453992,0.305938963802168,0.122626802635064,1,1,0.05
0.556909953771129,0.413045529973405,0.0299730438155762,2.1831005063735,0.773153293625582,0.085754524614871,1,1,0.05
0.395042257397613,0.236700000209401,0.368153592020311,0.340229009684869,0.042569989684617,0.0580440671538067,1,1,0.05
0.420025724522329,0.269651262564565,0.310243179193566,0.540507821302058,0.112070329154049,0.118371028156035,1,1,0.05
0.3923723415196,0.148799442935101,0.458624591295435,0.477290697501087,0.0354529859281583,0.0283896302769227,1,1,0.05
0.563142699849968,0.408314821361383,0.0284914833982952,1.11087467283991,0.388373484350771,0.044641792639789,1,1,0.05
0.519545417876651,0.410450851767864,0.0699211015470114,0.841065387808887,0.223014129444676,0.0719586311964624,1,1,0.05
0.58326068103727,0.387245481574565,0.0294538706477106,2.38652799017474,0.941952642207504,0.121382983942853,1,1,0.05
0.494279082525738,0.32820573949897,0.177413239344216,0.840901192894111,0.183664662967173,0.0311594035670782,1,1,0.05
0.53100210991113,0.461548621641991,0.00736931529031187,1.87096458631859,0.52590576251377,0.066803900072707,1,1,0.05
0.505973259734867,0.417112623687578,0.0768474287624323,0.975322921609864,0.238817740617359,0.055789313120211,1,1,0.05
0.467830293498786,0.450037837245968,0.0820386796056222,0.773877133453821,0.0998930006424266,0.0385791746809894,1,1,0.05
0.64162519793288,0.296920039978345,0.061438505340521,1.0840212439245,0.577409318799049,0.0650522525307157,1,1,0.05
0.577363436065535,0.369607663150744,0.0529706259292106,0.984410777890469,0.364122221108976,0.03498305706157,1,1,0.05
0.369813785379581,0.102241571237453,0.52779340390761,0.593921589419615,0.054783422492865,0.0844762349119854,1,1,0.05
0.55681840981671,0.332289672048874,0.110859054141028,1.14369817741764,0.437092026388785,0.0554496065507524,1,1,0.05
0.514135221364159,0.453571295599858,0.0322212992017663,1.47535976930945,0.340486047911592,0.0694287028943955,1,1,0.05
0.349123087901837,0.381049520650866,0.269722855319795,0.451355346113135,0.0295094770911949,0.12845165807787,1,1,0.05
0.724223978063637,0.249886189811475,0.0259259660938661,2.90688017270581,1.90426235341835,0.0751901233109756,1,1,0.05
0.461592487173929,0.485458330757396,0.0528589868929215,0.589421582829837,0.108971914238291,0.0681284667029976,1,1,0.05
0.492493789560737,0.201021941311006,0.306408725474644,0.522282930669357,0.171815721118722,0.0741437033265615,1,1,0.05
0.438914888693513,0.346389655905767,0.2146095652133,0.707304942349637,0.0798971598685663,0.04948263411942,1,1,0.05
0.358168845630964,0.195922515680984,0.445764156247518,0.191272089126659,0.0101008771844763,0.0463576323739179,1,1,0.05
0.573535661061473,0.405927613833903,0.0204035576878749,0.369292779669927,0.121880074075025,0.0275280957916089,1,1,0.05
0.373126378857743,0.167626508580863,0.459089128507231,0.80157248646412,0.0438319617725737,0.086868426240389,1,1,0.05
0.451193131111686,0.441431928929309,0.107292359932753,0.617857400238482,0.0914277218233616,0.0529593571798782,1,1,0.05
0.624375815403403,0.362390208231335,0.0132071883060988,1.44394889288932,0.648368189909929,0.0263788245424601,1,1,0.05
0.586726214666953,0.314010656024853,0.0992232602783107,0.648988263395162,0.274870954720082,0.033516958494959,1,1,0.05
0.541327792262408,0.38790369591737,0.0707238630898478,1.30796620799584,0.424672199382632,0.0575261504845176,1,1,0.05
0.531785102877614,0.425697533976485,0.0424287058515796,0.738518508161228,0.216176808543812,0.0677701484604874,1,1,0.05
0.534808192181753,0.348733969828376,0.116407224227183,0.521654598394445,0.167153071025127,0.0232997085692158,1,1,0.05
0.485300988296512,0.504019944130615,0.0105733479510764,1.02541752655712,0.200293796983364,0.0769342669932298,1,1,0.05
0.412315386086206,0.119324585114792,0.468166605039244,0.783347270266786,0.132364091822345,0.0459070354875744,1,1,0.05
0.393640867224747,0.309742088295545,0.296516918739385,0.702202263169978,0.065302719938823,0.0745756734705913,1,1,0.05
0.483197446310487,0.0939032902287746,0.422785694044905,1.07052626742354,0.412154088608978,0.0464172545260085,1,1,0.05
0.44807859534377,0.166781361732931,0.385042980256474,0.703939591325783,0.182607341749725,0.0677854617519635,1,1,0.05
0.56081924399031,0.274097362251835,0.165054608219813,0.516661948243361,0.218557892169439,0.030106921665538,1,1,0.05
0.362971987089864,0.565079560847418,0.0718208128316876,0.397209822669879,0.0188801576530238,0.0763849123309651,1,1,0.05
0.436345957891828,0.407618002189332,0.155954265027989,0.57739649525504,0.0616373639814587,0.04481527156,1,1,0.05
0.450175615324203,0.259020838563926,0.290724646593844,0.247053668202879,0.0521067636585666,0.0200596374659836,1,1,0.05
0.431595074258084,0.154074986260907,0.414152981936088,0.567029958349319,0.102980757209593,0.0151461922148891,1,1,0.05
0.437430281292084,0.30407418768989,0.2583780301507,0.43544332086759,0.0618094997897754,0.0303531286537999,1,1,0.05
0.438390642440264,0.306885463404866,0.254640199861041,0.289850742755919,0.043031671536008,0.0290052197537375,1,1,0.05
0.548646376939289,0.35094249247084,0.100352145695489,1.4569972604181,0.467467796970002,0.0803266311795226,1,1,0.05
0.574582707715074,0.359530229426706,0.0658530445617259,0.952766715324866,0.378480269954928,0.0480152021129215,1,1,0.05
0.505070135700121,0.45889404697135,0.0359569834600773,1.03817447398269,0.231335984696569,0.0455539119614286,1,1,0.05
0.63556114856771,0.319429489648614,0.0450025675290459,1.09204278226741,0.557540386944906,0.0448855330918467,1,1,0.05
0.664443924445839,0.224704537960058,0.110856665223233,1.02829395168016,0.614551026489713,0.0739123071891027,1,1,0.05
0.447382018328111,0.388989843122829,0.16354553085442,0.553108134731875,0.0918432884780561,0.0570393845508067,1,1,0.05
0.455952083114016,0.420895307633629,0.123063174840572,0.862899639932806,0.129110602598742,0.0539837155927793,1,1,0.05
0.530192587011859,0.205049946051698,0.264682562733312,0.22866452517567,0.0889279335151811,0.0209818248180437,1,1,0.05
0.536388613446191,0.353522155839033,0.110046545089858,1.22837965899861,0.415599979867684,0.0798635126325609,1,1,0.05
0.788663348411909,0.159217028637524,0.0521836772931607,1.5785783783751,1.21590697975296,0.0271689886912012,1,1,0.05
0.564224706346087,0.107537769856798,0.328205420358516,0.629303841701835,0.335393659355996,0.0406777628651491,1,1,0.05
0.495790877612129,0.400134328460053,0.103985953283676,0.731065149669986,0.133699368477898,0.0223562295859876,1,1,0.05
0.612666278232993,0.322255130183589,0.0650257761153532,0.432099474262416,0.195946787599279,0.0197709267539986,1,1,0.05
0.510855349647604,0.462124185897868,0.0269475057805302,1.18368624183869,0.254292927408575,0.0498624084871015,1,1,0.05
0.444823173593704,0.458227997871027,0.096851070386754,0.834090691802815,0.0914506406074,0.0439602554803119,1,1,0.05
0.505194284234421,0.439303666783189,0.0554140545630841,0.598707256143154,0.144326028051715,0.0585339277307195,1,1,0.05
0.509144025121785,0.46406533078357,0.0267118726657593,1.03309616623159,0.259353324708454,0.0771067231479661,1,1,0.05
0.60251880980548,0.236946557326383,0.160524324632904,0.936860290651899,0.467654553956985,0.0382831361857272,1,1,0.05
0.568899300150625,0.38064317526436,0.0504141572998762,1.61651042765864,0.628624716363873,0.0813489982519016,1,1,0.05
0.484585274081697,0.40983054836552,0.105492825848985,1.33492718148199,0.216952889589541,0.0575570508658599,1,1,0.05
0.476057613090698,0.377521465106532,0.146340715088981,0.895438122465552,0.166245625812521,0.0645581354061219,1,1,0.05
0.47673559286608,0.388141783173353,0.135041642920065,0.305656680959149,0.0696527376174022,0.0339763850661004,1,1,0.05
0.396544350837246,0.100193278581428,0.503107477440326,0.364211094804886,0.0584263654711534,0.0533302684590167,1,1,0.05
0.484637095374959,0.314366361622621,0.200901015295812,0.433108622840419,0.0984884115433785,0.0192650712270411,1,1,0.05
0.53677429244836,0.223401620716808,0.239770415324233,0.338467358451034,0.130131718691827,0.0198616553179901,1,1,0.05
0.487876053368824,0.257431622626975,0.254630277233132,0.710470729985218,0.206618199573427,0.073206820962922,1,1,0.05
0.606410813649295,0.11854464556643,0.2750492644555,0.575634314714548,0.338608734968223,0.043152910437119,1,1,0.05
0.508103455245462,0.386025530289758,0.105796336702149,0.647152746198032,0.176391441640303,0.049919874447411,1,1,0.05
0.817629898555728,0.127491752326308,0.0549583380775258,2.08132968140597,1.69538464126101,0.0435826570017347,1,1,0.05
0.417469392860431,0.38000159982784,0.202442205372062,0.440342681580568,0.0527200102410214,0.0882587817427137,1,1,0.05
0.480955083457972,0.193952200218671,0.325009110904425,1.1554879428264,0.348633629269144,0.0955879536348019,1,1,0.05
0.58603353227544,0.384863781598189,0.0290135086622456,0.712766119065123,0.260639094124505,0.0253266753431172,1,1,0.05
0.424416767627291,0.412994964216285,0.162507357474203,0.562312135970222,0.0513808336510229,0.0776555468525939,1,1,0.05
0.55094860217006,0.253300105967647,0.195718424771633,1.62394434044978,0.666560928177592,0.0982811005623355,1,1,0.05
0.595432139119954,0.344026249452891,0.0605125600867136,1.27168483147412,0.561980917867716,0.0835029945875956,1,1,0.05
0.572658349800235,0.354190048812921,0.0731212549928727,1.04273140117941,0.414746146690854,0.0601441552587259,1,1,0.05
0.457002534354072,0.376051059858666,0.166870913018182,0.928487662107218,0.20307505888936,0.105241596789947,1,1,0.05
0.626685732444157,0.299065018814121,0.074234279691984,1.2021480113883,0.595035962533467,0.0675134251313094,1,1,0.05
0.423587972708051,0.207346922324958,0.36892645115662,0.497272931986005,0.0564873218707077,0.0308478013060531,1,1,0.05
0.599519159614688,0.0611377898456844,0.339312952484975,0.617644834476388,0.38403348850585,0.0399455523189604,1,1,0.05
0.642463366632256,0.338218065888854,0.019311401274679,0.623865621741001,0.317097461830079,0.0214570541702103,1,1,0.05
0.72735670718067,0.248000201242268,0.0246825329486444,1.28605944183096,0.855545222963086,0.0321648491896763,1,1,0.05
0.497651004807903,0.431214712591363,0.0710424511497177,0.366971234723066,0.0750609744048797,0.0229157282452252,1,1,0.05
0.560479414096545,0.38898356822311,0.0504824423834976,0.878544306379256,0.319637263827104,0.0494438951186916,1,1,0.05
0.616783138406387,0.357686027336069,0.0254819094935784,1.63871925955434,0.763082834406201,0.0836494176963958,1,1,0.05
0.504942398054066,0.476852811981033,0.0181108203487074,1.4745146221153,0.2271160792045,0.036897342557198,1,1,0.05
0.502668818472703,0.263655295335511,0.233608443084412,0.710481918894286,0.23560395038457,0.0766514500868477,1,1,0.05
0.383215888030527,0.353583052993295,0.263100512418576,0.173550423442119,0.0111078976205429,0.026728536276868,1,1,0.05
0.420430271855405,0.364965179715951,0.214519954911323,0.188313083504718,0.0251415680444161,0.0271835845312879,1,1,0.05
0.547022754652617,0.395725220592646,0.0572021454205038,1.19014792747844,0.387875718151405,0.102183819008652,1,1,0.05
0.550001121934419,0.384142620249459,0.0658108358367746,1.18541360232915,0.398185495842118,0.090128022273647,1,1,0.05
0.705379309362368,0.287932678220845,0.00669656265511083,1.04350409401382,0.634362351862336,0.0168805893097812,1,1,0.05
0.355335539364858,0.0427031692371545,0.601749444725828,0.447340627664649,0.036143672073598,0.0593719122644321,1,1,0.05
0.596512276963943,0.372208060956091,0.0312465050438378,1.28025559224609,0.522624441704165,0.0469323147003709,1,1,0.05
0.709811030365959,0.286824885290814,0.0033836105734009,2.62467253874525,1.64241028282852,0.0560435997684254,1,1,0.05
0.36901896877167,0.16900300865095,0.461844680211457,0.319288678917829,0.0192139829078377,0.0555805414034586,1,1,0.05
