"variable","importance","ID","K.sce","I.sce","N.sce"
"Qn",0.0128558847621143,30,0.05,3,2
"Qa",0.00975527516751112,30,0.05,3,2
"Ra",0.53421587059181,30,0.05,3,2
"E",0.260046887947599,31,0.05,3,2
"Sl",0.25535719771369,31,0.05,3,2
"Sn",0.0974817513123214,31,0.05,3,2
"Sa",0.0552539902491297,31,0.05,3,2
"Cll",0.00417580953661121,31,0.05,3,2
"Cnl",0.00903265114602392,31,0.05,3,2
"Cal",0.00941318326288357,31,0.05,3,2
"Cln",0.00434356626773883,31,0.05,3,2
"Cnn",0.0107604592963713,31,0.05,3,2
"Can",0.00659078300888519,31,0.05,3,2
"Cla",0.00496086034721825,31,0.05,3,2
"Cna",0.00924394872787329,31,0.05,3,2
"Caa",0.0125488192294922,31,0.05,3,2
"Cs",0.0661858750933101,31,0.05,3,2
"Nlh",0.00425734276597121,31,0.05,3,2
"Nnh",0.0114071123841397,31,0.05,3,2
"Nah",0.00744108602651178,31,0.05,3,2
"Dl",0.00627868699562343,31,0.05,3,2
"Dn",0.0171383880175944,31,0.05,3,2
"Da",0.012098025011128,31,0.05,3,2
"Hcn",0.107209792079102,31,0.05,3,2
"Hcs",0.0194510704072412,31,0.05,3,2
"I",0.00809952083976801,31,0.05,3,2
"theta",0.00930101528424344,31,0.05,3,2
"Pl",0.00767256683415515,31,0.05,3,2
"Pn",0.00780320756910794,31,0.05,3,2
"Pa",0.0125460252961104,31,0.05,3,2
"Ql",0.0188574137560945,31,0.05,3,2
"Qn",0.00966974992873183,31,0.05,3,2
"Qa",0.0094983182996006,31,0.05,3,2
"Ra",0.50044117484477,31,0.05,3,2
"E",0.220270865630298,32,0.05,3,2
"Sl",0.148719268569006,32,0.05,3,2
"Sn",0.0918594329745717,32,0.05,3,2
"Sa",0.0492621085688614,32,0.05,3,2
"Cll",0.00795575739280151,32,0.05,3,2
"Cnl",0.00624859155869363,32,0.05,3,2
"Cal",0.0113836076751944,32,0.05,3,2
"Cln",0.00587575202871385,32,0.05,3,2
"Cnn",0.00547540160758489,32,0.05,3,2
"Can",0.00941831527370914,32,0.05,3,2
"Cla",0.00540404386977768,32,0.05,3,2
"Cna",0.00745330965915572,32,0.05,3,2
"Caa",0.0104843436267015,32,0.05,3,2
"Cs",0.097745260357888,32,0.05,3,2
"Nlh",0.00835917113514455,32,0.05,3,2
"Nnh",0.0067944495590056,32,0.05,3,2
"Nah",0.00852004393150079,32,0.05,3,2
"Dl",0.00705068317998803,32,0.05,3,2
"Dn",0.00884179866387395,32,0.05,3,2
"Da",0.00782049292802814,32,0.05,3,2
"Hcn",0.096872067490789,32,0.05,3,2
"Hcs",0.0156966363896092,32,0.05,3,2
"I",0.00803582997721369,32,0.05,3,2
"theta",0.00999533252334781,32,0.05,3,2
"Pl",0.00620953662318549,32,0.05,3,2
"Pn",0.00568505818076956,32,0.05,3,2
"Pa",0.0104123510235203,32,0.05,3,2
"Ql",0.0185573994312975,32,0.05,3,2
"Qn",0.00777418205173864,32,0.05,3,2
"Qa",0.00646253283843632,32,0.05,3,2
"Ra",0.44922412455307,32,0.05,3,2
"E",0.262609195552993,33,0.05,3,2
"Sl",0.177729626179739,33,0.05,3,2
"Sn",0.0974781789987276,33,0.05,3,2
"Sa",0.08990849874459,33,0.05,3,2
"Cll",0.00585422031986922,33,0.05,3,2
"Cnl",0.00672005822219283,33,0.05,3,2
"Cal",0.00955034943965472,33,0.05,3,2
"Cln",0.00490348131105945,33,0.05,3,2
"Cnn",0.00705288619109672,33,0.05,3,2
"Can",0.0127706131670367,33,0.05,3,2
"Cla",0.00603669256885482,33,0.05,3,2
"Cna",0.00903139622684385,33,0.05,3,2
"Caa",0.00982178216476659,33,0.05,3,2
"Cs",0.0815615866080441,33,0.05,3,2
"Nlh",0.005965477828003,33,0.05,3,2
"Nnh",0.00614163226613861,33,0.05,3,2
"Nah",0.00935472762536232,33,0.05,3,2
"Dl",0.00578573389728845,33,0.05,3,2
"Dn",0.00980536019001815,33,0.05,3,2
"Da",0.0149740655996266,33,0.05,3,2
"Hcn",0.160196089015817,33,0.05,3,2
"Hcs",0.0186080626780463,33,0.05,3,2
"I",0.0120434121654635,33,0.05,3,2
"theta",0.00511169909565435,33,0.05,3,2
"Pl",0.0100642497548588,33,0.05,3,2
"Pn",0.00942380662298062,33,0.05,3,2
"Pa",0.0135473394554067,33,0.05,3,2
"Ql",0.0188537429169066,33,0.05,3,2
"Qn",0.00866268034326786,33,0.05,3,2
"Qa",0.0100728014992665,33,0.05,3,2
"Ra",0.499704789642419,33,0.05,3,2
"E",0.251467701367877,34,0.05,3,2
"Sl",0.117676668354491,34,0.05,3,2
"Sn",0.102756449686644,34,0.05,3,2
"Sa",0.0579035558572535,34,0.05,3,2
"Cll",0.00864037127067309,34,0.05,3,2
"Cnl",0.00669764843779183,34,0.05,3,2
"Cal",0.00611880850214162,34,0.05,3,2
"Cln",0.00710892070952444,34,0.05,3,2
"Cnn",0.00568355328980084,34,0.05,3,2
"Can",0.00539355958384789,34,0.05,3,2
"Cla",0.00955123513769829,34,0.05,3,2
"Cna",0.00599778438913641,34,0.05,3,2
"Caa",0.00710398850895918,34,0.05,3,2
"Cs",0.0945079565080091,34,0.05,3,2
"Nlh",0.00997625000398033,34,0.05,3,2
"Nnh",0.00557638271902482,34,0.05,3,2
"Nah",0.00563028418374158,34,0.05,3,2
"Dl",0.00852785378712759,34,0.05,3,2
"Dn",0.00929459297261673,34,0.05,3,2
"Da",0.0108944969679758,34,0.05,3,2
"Hcn",0.0920932232521042,34,0.05,3,2
"Hcs",0.0132355663082841,34,0.05,3,2
"I",0.00544915919799039,34,0.05,3,2
"theta",0.00828295304466714,34,0.05,3,2
"Pl",0.00625269190820563,34,0.05,3,2
"Pn",0.00682349147935319,34,0.05,3,2
"Pa",0.00996754097736214,34,0.05,3,2
"Ql",0.0256207043956542,34,0.05,3,2
"Qn",0.00586713359229652,34,0.05,3,2
"Qa",0.00878499745872325,34,0.05,3,2
"Ra",0.513407753607605,34,0.05,3,2
"E",0.239738299967722,35,0.05,3,2
"Sl",0.184947764296335,35,0.05,3,2
"Sn",0.0675528449993268,35,0.05,3,2
"Sa",0.081141994856406,35,0.05,3,2
"Cll",0.00374194076840123,35,0.05,3,2
"Cnl",0.0059735428141527,35,0.05,3,2
"Cal",0.0095841867306621,35,0.05,3,2
"Cln",0.00520011307378393,35,0.05,3,2
"Cnn",0.006995677843513,35,0.05,3,2
"Can",0.0100985498561256,35,0.05,3,2
"Cla",0.0052640637115599,35,0.05,3,2
"Cna",0.00768532296491393,35,0.05,3,2
"Caa",0.0126227738106827,35,0.05,3,2
"Cs",0.0636492949301336,35,0.05,3,2
"Nlh",0.00535102591652155,35,0.05,3,2
"Nnh",0.00597576542764509,35,0.05,3,2
"Nah",0.0103477880360875,35,0.05,3,2
"Dl",0.0135453494704047,35,0.05,3,2
"Dn",0.00991143544868534,35,0.05,3,2
"Da",0.00914812614599941,35,0.05,3,2
"Hcn",0.129406232092773,35,0.05,3,2
"Hcs",0.0232596992273728,35,0.05,3,2
"I",0.0107955802365188,35,0.05,3,2
"theta",0.0104904483165648,35,0.05,3,2
"Pl",0.00426049326482525,35,0.05,3,2
"Pn",0.00835553221913079,35,0.05,3,2
"Pa",0.00765994084118605,35,0.05,3,2
"Ql",0.0148708212811756,35,0.05,3,2
"Qn",0.0106149711699279,35,0.05,3,2
"Qa",0.00972787338784496,35,0.05,3,2
"Ra",0.492745487995689,35,0.05,3,2
"E",0.238722782542738,36,0.05,3,2
"Sl",0.201981360041608,36,0.05,3,2
"Sn",0.119273615290308,36,0.05,3,2
"Sa",0.0418973373725456,36,0.05,3,2
"Cll",0.00693198437279057,36,0.05,3,2
"Cnl",0.00446844955449125,36,0.05,3,2
"Cal",0.00686289501327203,36,0.05,3,2
"Cln",0.00834868164798461,36,0.05,3,2
"Cnn",0.00616292285420793,36,0.05,3,2
"Can",0.00898645682420123,36,0.05,3,2
"Cla",0.00753384512190176,36,0.05,3,2
"Cna",0.00424560990040191,36,0.05,3,2
"Caa",0.00687174817278882,36,0.05,3,2
"Cs",0.067230490128682,36,0.05,3,2
"Nlh",0.00836968195408993,36,0.05,3,2
"Nnh",0.00513571984137021,36,0.05,3,2
"Nah",0.00665402969688531,36,0.05,3,2
"Dl",0.00724110999442121,36,0.05,3,2
"Dn",0.00713701604906973,36,0.05,3,2
"Da",0.0104597948738357,36,0.05,3,2
"Hcn",0.0674024754280301,36,0.05,3,2
"Hcs",0.0223773004510218,36,0.05,3,2
"I",0.0058557490065593,36,0.05,3,2
"theta",0.00936150324609844,36,0.05,3,2
"Pl",0.00748974747632262,36,0.05,3,2
"Pn",0.00712741417889605,36,0.05,3,2
"Pa",0.0236382559712697,36,0.05,3,2
"Ql",0.0184683350231611,36,0.05,3,2
"Qn",0.0064956433397628,36,0.05,3,2
"Qa",0.0151130695420304,36,0.05,3,2
"Ra",0.47602416233579,36,0.05,3,2
"E",0.269643280220848,37,0.05,3,2
"Sl",0.0948800631579064,37,0.05,3,2
"Sn",0.0758699070719445,37,0.05,3,2
"Sa",0.0857569327123619,37,0.05,3,2
"Cll",0.00432802681148928,37,0.05,3,2
"Cnl",0.0062698792407891,37,0.05,3,2
"Cal",0.00835014013572638,37,0.05,3,2
"Cln",0.00363695351316673,37,0.05,3,2
"Cnn",0.00462569369076318,37,0.05,3,2
"Can",0.0107882105356242,37,0.05,3,2
"Cla",0.00486405075057459,37,0.05,3,2
"Cna",0.00543930626440925,37,0.05,3,2
"Caa",0.0119482745673833,37,0.05,3,2
"Cs",0.0782669515735306,37,0.05,3,2
"Nlh",0.00314888016183545,37,0.05,3,2
"Nnh",0.0059985637692017,37,0.05,3,2
"Nah",0.0113750650730996,37,0.05,3,2
"Dl",0.00443864231782371,37,0.05,3,2
"Dn",0.00756864766406751,37,0.05,3,2
"Da",0.00736502326565671,37,0.05,3,2
"Hcn",0.124639180076743,37,0.05,3,2
"Hcs",0.0121627216618389,37,0.05,3,2
"I",0.00594294063658912,37,0.05,3,2
"theta",0.00751644310310254,37,0.05,3,2
"Pl",0.00666215299856637,37,0.05,3,2
"Pn",0.00712962344579522,37,0.05,3,2
"Pa",0.00566527237131636,37,0.05,3,2
"Ql",0.0188409877101644,37,0.05,3,2
"Qn",0.00697906658296079,37,0.05,3,2
"Qa",0.00492286315665695,37,0.05,3,2
"Ra",0.565995668593314,37,0.05,3,2
"E",0.228257880002464,38,0.05,3,2
"Sl",0.151503864822769,38,0.05,3,2
"Sn",0.105779723124888,38,0.05,3,2
"Sa",0.0575471178130888,38,0.05,3,2
"Cll",0.00555960801100233,38,0.05,3,2
"Cnl",0.00643620565702836,38,0.05,3,2
"Cal",0.00752145198456012,38,0.05,3,2
"Cln",0.00432348123189795,38,0.05,3,2
"Cnn",0.0064334520309588,38,0.05,3,2
"Can",0.00640019253951309,38,0.05,3,2
"Cla",0.00483900966418235,38,0.05,3,2
"Cna",0.00575524562155574,38,0.05,3,2
"Caa",0.00783477658932344,38,0.05,3,2
"Cs",0.100555242178727,38,0.05,3,2
"Nlh",0.00577122152018623,38,0.05,3,2
"Nnh",0.00583666365810742,38,0.05,3,2
"Nah",0.00720844288631953,38,0.05,3,2
"Dl",0.00764621159274608,38,0.05,3,2
"Dn",0.00881234087493279,38,0.05,3,2
"Da",0.00662748601082229,38,0.05,3,2
"Hcn",0.0911166428284051,38,0.05,3,2
"Hcs",0.0206713628994531,38,0.05,3,2
"I",0.00662482524108131,38,0.05,3,2
"theta",0.00845514189447558,38,0.05,3,2
"Pl",0.00724063468852463,38,0.05,3,2
"Pn",0.0064767923938678,38,0.05,3,2
"Pa",0.00736997352205974,38,0.05,3,2
"Ql",0.0151903771718115,38,0.05,3,2
"Qn",0.00693874970930478,38,0.05,3,2
"Qa",0.00830054075931055,38,0.05,3,2
"Ra",0.5020927473603,38,0.05,3,2
"E",0.335695527257166,39,0.05,3,2
"Sl",0.145990017819481,39,0.05,3,2
"Sn",0.0860574741985367,39,0.05,3,2
"Sa",0.10904096777179,39,0.05,3,2
"Cll",0.00857421430311944,39,0.05,3,2
"Cnl",0.0122801095340008,39,0.05,3,2
"Cal",0.00550704955996777,39,0.05,3,2
"Cln",0.00750544256977323,39,0.05,3,2
"Cnn",0.0103210668435854,39,0.05,3,2
"Can",0.00747209627600379,39,0.05,3,2
"Cla",0.0093313416315208,39,0.05,3,2
"Cna",0.00981552486327163,39,0.05,3,2
"Caa",0.0087544424253386,39,0.05,3,2
"Cs",0.12068798613132,39,0.05,3,2
"Nlh",0.00804203542293134,39,0.05,3,2
"Nnh",0.01050984177118,39,0.05,3,2
"Nah",0.0074388212282394,39,0.05,3,2
"Dl",0.00834546624017257,39,0.05,3,2
"Dn",0.0114822889683199,39,0.05,3,2
"Da",0.00996909383673263,39,0.05,3,2
"Hcn",0.125799191403875,39,0.05,3,2
"Hcs",0.0222603863621275,39,0.05,3,2
"I",0.00891029598705973,39,0.05,3,2
"theta",0.00914999041335376,39,0.05,3,2
"Pl",0.00951476196041979,39,0.05,3,2
"Pn",0.0119629635277285,39,0.05,3,2
"Pa",0.0114659104502499,39,0.05,3,2
"Ql",0.0154122588585358,39,0.05,3,2
"Qn",0.0107363917378479,39,0.05,3,2
"Qa",0.0100413083276224,39,0.05,3,2
"Ra",0.552525776379109,39,0.05,3,2
"E",0.277819647181073,40,0.05,3,2
"Sl",0.135421717690464,40,0.05,3,2
"Sn",0.0965832099247454,40,0.05,3,2
"Sa",0.0760027440113647,40,0.05,3,2
"Cll",0.00794412520185006,40,0.05,3,2
"Cnl",0.00604679296075863,40,0.05,3,2
"Cal",0.00678336571126555,40,0.05,3,2
"Cln",0.00459504810254694,40,0.05,3,2
"Cnn",0.00902344101544721,40,0.05,3,2
"Can",0.0096292912560814,40,0.05,3,2
"Cla",0.00541702052677835,40,0.05,3,2
"Cna",0.00588153167401599,40,0.05,3,2
"Caa",0.00844930866014542,40,0.05,3,2
"Cs",0.0868943553042709,40,0.05,3,2
"Nlh",0.00643660691578646,40,0.05,3,2
"Nnh",0.0058518730588872,40,0.05,3,2
"Nah",0.00870704905890121,40,0.05,3,2
"Dl",0.00721216413520678,40,0.05,3,2
"Dn",0.0105402964279142,40,0.05,3,2
"Da",0.0107166799267429,40,0.05,3,2
"Hcn",0.119753740167909,40,0.05,3,2
"Hcs",0.0210424514231436,40,0.05,3,2
"I",0.00686263232241997,40,0.05,3,2
"theta",0.00666122106159059,40,0.05,3,2
"Pl",0.0082519069510755,40,0.05,3,2
"Pn",0.00870877238456766,40,0.05,3,2
"Pa",0.00616886860154262,40,0.05,3,2
"Ql",0.0202358160784453,40,0.05,3,2
"Qn",0.010739872702478,40,0.05,3,2
"Qa",0.00717414517745605,40,0.05,3,2
"Ra",0.542662918888671,40,0.05,3,2
"E",0.251115795951954,41,0.05,3,2
"Sl",0.192228667765235,41,0.05,3,2
"Sn",0.130397100211472,41,0.05,3,2
"Sa",0.119187282400497,41,0.05,3,2
"Cll",0.00686117213972233,41,0.05,3,2
"Cnl",0.00791565913708902,41,0.05,3,2
"Cal",0.00887129419230753,41,0.05,3,2
"Cln",0.00480560651235734,41,0.05,3,2
"Cnn",0.00861722732707751,41,0.05,3,2
"Can",0.0114621319634895,41,0.05,3,2
"Cla",0.0066876729250202,41,0.05,3,2
"Cna",0.00857495004284152,41,0.05,3,2
"Caa",0.00797712937493665,41,0.05,3,2
"Cs",0.0964977197416215,41,0.05,3,2
"Nlh",0.00652263373090155,41,0.05,3,2
"Nnh",0.00683467625037302,41,0.05,3,2
"Nah",0.00912253350192551,41,0.05,3,2
"Dl",0.0104483465220523,41,0.05,3,2
"Dn",0.0083514243092114,41,0.05,3,2
"Da",0.0107079043320865,41,0.05,3,2
"Hcn",0.088395482437166,41,0.05,3,2
"Hcs",0.0171659689317969,41,0.05,3,2
"I",0.00786654052537351,41,0.05,3,2
"theta",0.00920062676970611,41,0.05,3,2
"Pl",0.00846589146166766,41,0.05,3,2
"Pn",0.00882145427765746,41,0.05,3,2
"Pa",0.00921400269431437,41,0.05,3,2
"Ql",0.032780596423982,41,0.05,3,2
"Qn",0.00993141887938793,41,0.05,3,2
"Qa",0.00771028271236219,41,0.05,3,2
"Ra",0.55960546035321,41,0.05,3,2
"E",0.298400667117876,42,0.05,3,2
"Sl",0.221729548310211,42,0.05,3,2
"Sn",0.116626688432275,42,0.05,3,2
"Sa",0.129157875254096,42,0.05,3,2
"Cll",0.00842569697341734,42,0.05,3,2
"Cnl",0.00924348775705323,42,0.05,3,2
"Cal",0.012407066409998,42,0.05,3,2
"Cln",0.00596794279329798,42,0.05,3,2
"Cnn",0.012462681208776,42,0.05,3,2
"Can",0.0107141946719946,42,0.05,3,2
"Cla",0.00995777922209113,42,0.05,3,2
"Cna",0.0116466931103963,42,0.05,3,2
"Caa",0.010310181810918,42,0.05,3,2
"Cs",0.0536044271433134,42,0.05,3,2
"Nlh",0.012019358280273,42,0.05,3,2
"Nnh",0.0103440177843221,42,0.05,3,2
"Nah",0.0106557570350129,42,0.05,3,2
"Dl",0.0090361389645978,42,0.05,3,2
"Dn",0.0119948439079616,42,0.05,3,2
"Da",0.012424060406416,42,0.05,3,2
"Hcn",0.153802205177451,42,0.05,3,2
"Hcs",0.0186578568788328,42,0.05,3,2
"I",0.0075603857076653,42,0.05,3,2
"theta",0.0089053993510575,42,0.05,3,2
"Pl",0.00974643655266403,42,0.05,3,2
"Pn",0.014949040991136,42,0.05,3,2
"Pa",0.0205212859770609,42,0.05,3,2
"Ql",0.0181139990184702,42,0.05,3,2
"Qn",0.0113567297653932,42,0.05,3,2
"Qa",0.00780283864821111,42,0.05,3,2
"Ra",0.623202252498747,42,0.05,3,2
"E",0.265051826787097,43,0.05,3,2
"Sl",0.170752503863635,43,0.05,3,2
"Sn",0.14483985949093,43,0.05,3,2
"Sa",0.17296800014204,43,0.05,3,2
"Cll",0.00743296216618329,43,0.05,3,2
"Cnl",0.00897063276730185,43,0.05,3,2
"Cal",0.00900605791079756,43,0.05,3,2
"Cln",0.00650935304699206,43,0.05,3,2
"Cnn",0.00805741301152811,43,0.05,3,2
"Can",0.0121628386904884,43,0.05,3,2
"Cla",0.00792312829847294,43,0.05,3,2
"Cna",0.00640851996545618,43,0.05,3,2
"Caa",0.0124116992503847,43,0.05,3,2
"Cs",0.0798845859877266,43,0.05,3,2
"Nlh",0.00645019074938386,43,0.05,3,2
"Nnh",0.00574907135822833,43,0.05,3,2
"Nah",0.00924401546299454,43,0.05,3,2
"Dl",0.00857314174384412,43,0.05,3,2
"Dn",0.0107586400151442,43,0.05,3,2
"Da",0.0106960211246066,43,0.05,3,2
"Hcn",0.0960357190417744,43,0.05,3,2
"Hcs",0.019578880356114,43,0.05,3,2
"I",0.0085718381350327,43,0.05,3,2
"theta",0.0105035243378497,43,0.05,3,2
"Pl",0.0139086531057097,43,0.05,3,2
"Pn",0.00622027914444685,43,0.05,3,2
"Pa",0.0113625548949063,43,0.05,3,2
"Ql",0.0262550200979016,43,0.05,3,2
"Qn",0.00885148413621399,43,0.05,3,2
"Qa",0.00990232510171182,43,0.05,3,2
"Ra",0.615062731838247,43,0.05,3,2
"E",0.273502554118102,44,0.05,3,2
"Sl",0.160941752412585,44,0.05,3,2
"Sn",0.072088766664805,44,0.05,3,2
"Sa",0.081767037144252,44,0.05,3,2
"Cll",0.0053572760123798,44,0.05,3,2
"Cnl",0.0047605646543152,44,0.05,3,2
"Cal",0.00929112409261816,44,0.05,3,2
"Cln",0.00538011706788793,44,0.05,3,2
"Cnn",0.00876292889981707,44,0.05,3,2
"Can",0.00723318736391829,44,0.05,3,2
"Cla",0.00645007964518857,44,0.05,3,2
"Cna",0.00705617559791363,44,0.05,3,2
"Caa",0.0132374632288,44,0.05,3,2
"Cs",0.121270044884844,44,0.05,3,2
"Nlh",0.00547885711147491,44,0.05,3,2
"Nnh",0.00499312780821597,44,0.05,3,2
"Nah",0.0081745845511404,44,0.05,3,2
"Dl",0.0090294838550924,44,0.05,3,2
"Dn",0.0112848112061788,44,0.05,3,2
"Da",0.0134287052336051,44,0.05,3,2
"Hcn",0.0991202170581195,44,0.05,3,2
"Hcs",0.0158832006164185,44,0.05,3,2
"I",0.00866521230028296,44,0.05,3,2
"theta",0.00739907537948256,44,0.05,3,2
"Pl",0.0162218891752565,44,0.05,3,2
"Pn",0.0115633052287174,44,0.05,3,2
"Pa",0.0122227988968697,44,0.05,3,2
"Ql",0.0226953568552659,44,0.05,3,2
"Qn",0.00863421829905302,44,0.05,3,2
"Qa",0.0129068488553594,44,0.05,3,2
"Ra",0.546520597393835,44,0.05,3,2
"E",0.347568088040412,45,0.05,3,2
"Sl",0.190931212285994,45,0.05,3,2
"Sn",0.0764362849060278,45,0.05,3,2
"Sa",0.0984684000787213,45,0.05,3,2
"Cll",0.00524949336144049,45,0.05,3,2
"Cnl",0.00682586815767673,45,0.05,3,2
"Cal",0.0103973123956469,45,0.05,3,2
"Cln",0.00494517189140372,45,0.05,3,2
"Cnn",0.00657135256649218,45,0.05,3,2
"Can",0.0067299430218965,45,0.05,3,2
"Cla",0.0059353792947297,45,0.05,3,2
"Cna",0.00751050726559216,45,0.05,3,2
"Caa",0.00704228161083417,45,0.05,3,2
"Cs",0.0704966247744753,45,0.05,3,2
"Nlh",0.00515504183017173,45,0.05,3,2
"Nnh",0.00679803688320731,45,0.05,3,2
"Nah",0.00840214114961958,45,0.05,3,2
"Dl",0.00594737528134106,45,0.05,3,2
"Dn",0.00917989412289759,45,0.05,3,2
"Da",0.0150461817552336,45,0.05,3,2
"Hcn",0.144723666970845,45,0.05,3,2
"Hcs",0.0127602366931041,45,0.05,3,2
"I",0.00836466817782872,45,0.05,3,2
"theta",0.0102114942398089,45,0.05,3,2
"Pl",0.00901428066192511,45,0.05,3,2
"Pn",0.0125645376949778,45,0.05,3,2
"Pa",0.014823220686518,45,0.05,3,2
"Ql",0.0173559344090824,45,0.05,3,2
"Qn",0.0104673674742957,45,0.05,3,2
"Qa",0.010641971204164,45,0.05,3,2
"Ra",0.535530536106493,45,0.05,3,2
"E",0.327640879564691,46,0.05,3,2
"Sl",0.131366526479792,46,0.05,3,2
"Sn",0.144931614096596,46,0.05,3,2
"Sa",0.0984120809803274,46,0.05,3,2
"Cll",0.00461655096066984,46,0.05,3,2
"Cnl",0.00525793189917484,46,0.05,3,2
"Cal",0.00639576338160328,46,0.05,3,2
"Cln",0.00423240058979634,46,0.05,3,2
"Cnn",0.00542150846244962,46,0.05,3,2
"Can",0.00668893968259776,46,0.05,3,2
"Cla",0.0045092882137503,46,0.05,3,2
"Cna",0.006575470993906,46,0.05,3,2
"Caa",0.00636823229974302,46,0.05,3,2
"Cs",0.0607357254841356,46,0.05,3,2
"Nlh",0.00464493143321307,46,0.05,3,2
"Nnh",0.00486300755583641,46,0.05,3,2
"Nah",0.00833293452320738,46,0.05,3,2
"Dl",0.0113985051455683,46,0.05,3,2
"Dn",0.0120734466756358,46,0.05,3,2
"Da",0.0135866556449741,46,0.05,3,2
"Hcn",0.0731986904750775,46,0.05,3,2
"Hcs",0.0200146233284477,46,0.05,3,2
"I",0.00801246938050811,46,0.05,3,2
"theta",0.0115761955814197,46,0.05,3,2
"Pl",0.0111919552757649,46,0.05,3,2
"Pn",0.00574090877747184,46,0.05,3,2
"Pa",0.0191765749420034,46,0.05,3,2
"Ql",0.0213467815414373,46,0.05,3,2
"Qn",0.0111933555706602,46,0.05,3,2
"Qa",0.00938440779762492,46,0.05,3,2
"Ra",0.528567809252621,46,0.05,3,2
"E",0.269850042287185,47,0.05,3,2
"Sl",0.182152476628285,47,0.05,3,2
"Sn",0.0985147929629911,47,0.05,3,2
"Sa",0.0537988020621662,47,0.05,3,2
"Cll",0.00426501705491825,47,0.05,3,2
"Cnl",0.0044072538688034,47,0.05,3,2
"Cal",0.00757063248615189,47,0.05,3,2
"Cln",0.00457858112749714,47,0.05,3,2
"Cnn",0.00598005270368603,47,0.05,3,2
"Can",0.00639916110461115,47,0.05,3,2
"Cla",0.00482867428214386,47,0.05,3,2
"Cna",0.00485811063416004,47,0.05,3,2
"Caa",0.00901206310650471,47,0.05,3,2
"Cs",0.0753344736516143,47,0.05,3,2
"Nlh",0.00358660687595734,47,0.05,3,2
"Nnh",0.0049040449590133,47,0.05,3,2
"Nah",0.00683788289601728,47,0.05,3,2
"Dl",0.00922954523910082,47,0.05,3,2
"Dn",0.011745921512029,47,0.05,3,2
"Da",0.0146712724353247,47,0.05,3,2
"Hcn",0.116240184405612,47,0.05,3,2
"Hcs",0.0148043883555054,47,0.05,3,2
"I",0.00675977629777356,47,0.05,3,2
"theta",0.00760292481610699,47,0.05,3,2
"Pl",0.00788433461198763,47,0.05,3,2
"Pn",0.0110636889271884,47,0.05,3,2
"Pa",0.0100430612987938,47,0.05,3,2
"Ql",0.0144674172640605,47,0.05,3,2
"Qn",0.00835860211474697,47,0.05,3,2
"Qa",0.0103055811018235,47,0.05,3,2
"Ra",0.525979802866573,47,0.05,3,2
"E",0.249067041870837,48,0.05,3,2
"Sl",0.145189264671768,48,0.05,3,2
"Sn",0.125614022626211,48,0.05,3,2
"Sa",0.0931653828503696,48,0.05,3,2
"Cll",0.00445593171373698,48,0.05,3,2
"Cnl",0.00762136510911242,48,0.05,3,2
"Cal",0.00989608980683335,48,0.05,3,2
"Cln",0.00720822365438193,48,0.05,3,2
"Cnn",0.00861174206822837,48,0.05,3,2
"Can",0.0073944383301831,48,0.05,3,2
"Cla",0.0081239166829437,48,0.05,3,2
"Cna",0.00766412578470747,48,0.05,3,2
"Caa",0.0106992940021312,48,0.05,3,2
"Cs",0.0846707860028493,48,0.05,3,2
"Nlh",0.00427662303749629,48,0.05,3,2
"Nnh",0.00840243549463487,48,0.05,3,2
"Nah",0.00888291238769297,48,0.05,3,2
"Dl",0.00475516957741795,48,0.05,3,2
"Dn",0.00821415200877972,48,0.05,3,2
"Da",0.0100994750294223,48,0.05,3,2
"Hcn",0.11820505537556,48,0.05,3,2
"Hcs",0.0140777379971019,48,0.05,3,2
"I",0.00716387671227466,48,0.05,3,2
"theta",0.00681000405452801,48,0.05,3,2
"Pl",0.00882083582740594,48,0.05,3,2
"Pn",0.00856090832625473,48,0.05,3,2
"Pa",0.00778906497730723,48,0.05,3,2
"Ql",0.0151704971257183,48,0.05,3,2
"Qn",0.00927701229101014,48,0.05,3,2
"Qa",0.00811245319430267,48,0.05,3,2
"Ra",0.464035393631035,48,0.05,3,2
"E",0.274578539140481,49,0.05,3,2
"Sl",0.141732517183631,49,0.05,3,2
"Sn",0.108852604868364,49,0.05,3,2
"Sa",0.07565690108959,49,0.05,3,2
"Cll",0.0036994423795981,49,0.05,3,2
"Cnl",0.00470050489075303,49,0.05,3,2
"Cal",0.00749743393922688,49,0.05,3,2
"Cln",0.00420664024686608,49,0.05,3,2
"Cnn",0.00505967663723474,49,0.05,3,2
"Can",0.00860968895190489,49,0.05,3,2
"Cla",0.00382804751362048,49,0.05,3,2
"Cna",0.00576975574810895,49,0.05,3,2
"Caa",0.0103696427111548,49,0.05,3,2
"Cs",0.0805240772121255,49,0.05,3,2
"Nlh",0.00530064488138527,49,0.05,3,2
"Nnh",0.00578618908196867,49,0.05,3,2
"Nah",0.0111380807418088,49,0.05,3,2
"Dl",0.00759715388370146,49,0.05,3,2
"Dn",0.00962252333990259,49,0.05,3,2
"Da",0.00849075513525934,49,0.05,3,2
"Hcn",0.0917065441402393,49,0.05,3,2
"Hcs",0.023364105724192,49,0.05,3,2
"I",0.00747335147891856,49,0.05,3,2
"theta",0.00733214111699644,49,0.05,3,2
"Pl",0.00703136599882939,49,0.05,3,2
"Pn",0.00603358269558279,49,0.05,3,2
